"year","Model","Temperature","RCP"
2014,"GISS_E2_H",17.02080917358,8.5
2015,"GISS_E2_H",16.27955436707,8.5
2016,"GISS_E2_H",16.46663856506,8.5
2017,"GISS_E2_H",17.15427780151,8.5
2018,"GISS_E2_H",16.98692131042,8.5
2019,"GISS_E2_H",16.40107917786,8.5
2020,"GISS_E2_H",16.22181510925,8.5
2021,"GISS_E2_H",16.31266403198,8.5
2022,"GISS_E2_H",16.61307144165,8.5
2023,"GISS_E2_H",17.20617485046,8.5
2024,"GISS_E2_H",17.12278175354,8.5
2025,"GISS_E2_H",17.39356994629,8.5
2026,"GISS_E2_H",16.94275474548,8.5
2027,"GISS_E2_H",17.28879928589,8.5
2028,"GISS_E2_H",16.93138694763,8.5
2029,"GISS_E2_H",16.90523719788,8.5
2030,"GISS_E2_H",17.23491096497,8.5
2031,"GISS_E2_H",17.96431350708,8.5
2032,"GISS_E2_H",17.25581741333,8.5
2033,"GISS_E2_H",17.77765274048,8.5
2034,"GISS_E2_H",17.87759399414,8.5
2035,"GISS_E2_H",17.42874717712,8.5
2036,"GISS_E2_H",17.60090255737,8.5
2037,"GISS_E2_H",17.58666610718,8.5
2038,"GISS_E2_H",17.22604751587,8.5
2039,"GISS_E2_H",16.85592842102,8.5
2040,"GISS_E2_H",17.24668693542,8.5
2041,"GISS_E2_H",17.4735660553,8.5
2042,"GISS_E2_H",17.47720909119,8.5
2043,"GISS_E2_H",18.20250701904,8.5
2044,"GISS_E2_H",17.78508377075,8.5
2045,"GISS_E2_H",17.62406158447,8.5
2046,"GISS_E2_H",17.43779563904,8.5
2047,"GISS_E2_H",17.96857643127,8.5
2048,"GISS_E2_H",17.91952133179,8.5
2049,"GISS_E2_H",17.87920570374,8.5
2050,"GISS_E2_H",17.97553634644,8.5
2051,"GISS_E2_H",17.75249671936,8.5
2052,"GISS_E2_H",17.44281387329,8.5
2053,"GISS_E2_H",17.5516166687,8.5
2054,"GISS_E2_H",17.82125091553,8.5
2055,"GISS_E2_H",17.21448516846,8.5
2056,"GISS_E2_H",17.24040603638,8.5
2057,"GISS_E2_H",17.40263748169,8.5
2058,"GISS_E2_H",17.7909450531,8.5
2059,"GISS_E2_H",17.46427726746,8.5
2060,"GISS_E2_H",16.66278839111,8.5
2061,"GISS_E2_H",18.03893280029,8.5
2062,"GISS_E2_H",18.55893707275,8.5
2063,"GISS_E2_H",18.18226623535,8.5
2064,"GISS_E2_H",18.01255607605,8.5
2065,"GISS_E2_H",17.74266815186,8.5
2066,"GISS_E2_H",17.02604866028,8.5
2067,"GISS_E2_H",18.06046867371,8.5
2068,"GISS_E2_H",18.63899421692,8.5
2069,"GISS_E2_H",18.53935241699,8.5
2070,"GISS_E2_H",18.30830955505,8.5
2071,"GISS_E2_H",18.33529472351,8.5
2072,"GISS_E2_H",18.19625091553,8.5
2073,"GISS_E2_H",18.66904830933,8.5
2074,"GISS_E2_H",18.15669822693,8.5
2075,"GISS_E2_H",18.17449378967,8.5
2076,"GISS_E2_H",18.84200286865,8.5
2077,"GISS_E2_H",18.65163230896,8.5
2078,"GISS_E2_H",18.11413383484,8.5
2079,"GISS_E2_H",17.82291984558,8.5
2080,"GISS_E2_H",19.28811454773,8.5
2081,"GISS_E2_H",19.02814102173,8.5
2082,"GISS_E2_H",18.89567375183,8.5
2083,"GISS_E2_H",18.82034492493,8.5
2084,"GISS_E2_H",19.18137359619,8.5
2085,"GISS_E2_H",18.90759658813,8.5
2086,"GISS_E2_H",19.37434005737,8.5
2087,"GISS_E2_H",18.96872901917,8.5
2088,"GISS_E2_H",19.30278968811,8.5
2089,"GISS_E2_H",18.94088745117,8.5
2090,"GISS_E2_H",18.61889648438,8.5
2091,"GISS_E2_H",18.9766292572,8.5
2092,"GISS_E2_H",19.29462814331,8.5
2093,"GISS_E2_H",19.61827278137,8.5
2094,"GISS_E2_H",19.61194229126,8.5
2095,"GISS_E2_H",19.12109565735,8.5
2096,"GISS_E2_H",18.69090843201,8.5
2097,"GISS_E2_H",19.34976959229,8.5
2098,"GISS_E2_H",18.83094596863,8.5
2099,"GISS_E2_H",19.25009155273,8.5
1901,"GISS_E2_R",17.13286781311,8.5
1902,"GISS_E2_R",16.80179977417,8.5
1903,"GISS_E2_R",16.85539627075,8.5
1904,"GISS_E2_R",16.58835792542,8.5
1905,"GISS_E2_R",16.84030151367,8.5
1906,"GISS_E2_R",16.84683036804,8.5
1907,"GISS_E2_R",17.19681930542,8.5
1908,"GISS_E2_R",17.13798141479,8.5
1909,"GISS_E2_R",16.70249176025,8.5
1910,"GISS_E2_R",17.0363407135,8.5
1911,"GISS_E2_R",16.98463630676,8.5
1912,"GISS_E2_R",17.15670967102,8.5
1913,"GISS_E2_R",16.68029403687,8.5
1914,"GISS_E2_R",16.66733360291,8.5
1915,"GISS_E2_R",17.01161193848,8.5
1916,"GISS_E2_R",17.19258499146,8.5
1917,"GISS_E2_R",16.37424659729,8.5
1918,"GISS_E2_R",16.57219696045,8.5
1919,"GISS_E2_R",17.1883430481,8.5
1920,"GISS_E2_R",16.87559890747,8.5
1921,"GISS_E2_R",16.01434326172,8.5
1922,"GISS_E2_R",16.36949920654,8.5
1923,"GISS_E2_R",16.86287498474,8.5
1924,"GISS_E2_R",16.39765739441,8.5
1925,"GISS_E2_R",17.55216026306,8.5
1926,"GISS_E2_R",17.23497581482,8.5
1927,"GISS_E2_R",17.33466148376,8.5
1928,"GISS_E2_R",16.62440109253,8.5
1929,"GISS_E2_R",16.97747039795,8.5
1930,"GISS_E2_R",17.37924385071,8.5
1931,"GISS_E2_R",17.16328620911,8.5
1932,"GISS_E2_R",17.31211853027,8.5
1933,"GISS_E2_R",16.87578964233,8.5
1934,"GISS_E2_R",17.30629730225,8.5
1935,"GISS_E2_R",17.04936981201,8.5
1936,"GISS_E2_R",16.98759841919,8.5
1937,"GISS_E2_R",16.98594093323,8.5
1938,"GISS_E2_R",17.32516479492,8.5
1939,"GISS_E2_R",17.29905700684,8.5
1940,"GISS_E2_R",16.11514663696,8.5
1941,"GISS_E2_R",17.22724342346,8.5
1942,"GISS_E2_R",17.21185874939,8.5
1943,"GISS_E2_R",16.56296730042,8.5
1944,"GISS_E2_R",17.17026138306,8.5
1945,"GISS_E2_R",16.82686233521,8.5
1946,"GISS_E2_R",16.81862449646,8.5
1947,"GISS_E2_R",16.83848571777,8.5
1948,"GISS_E2_R",17.39401626587,8.5
1949,"GISS_E2_R",17.61813163757,8.5
1950,"GISS_E2_R",17.55527687073,8.5
1951,"GISS_E2_R",17.65830993652,8.5
1952,"GISS_E2_R",17.32714080811,8.5
1953,"GISS_E2_R",17.21424865723,8.5
1954,"GISS_E2_R",17.13941955566,8.5
1955,"GISS_E2_R",17.12950897217,8.5
1956,"GISS_E2_R",17.05997657776,8.5
1957,"GISS_E2_R",17.33027839661,8.5
1958,"GISS_E2_R",17.31108474731,8.5
1959,"GISS_E2_R",17.69062232971,8.5
1960,"GISS_E2_R",16.85526275635,8.5
1961,"GISS_E2_R",17.54307937622,8.5
1962,"GISS_E2_R",16.94239616394,8.5
1963,"GISS_E2_R",17.10529518127,8.5
1964,"GISS_E2_R",17.27653503418,8.5
1965,"GISS_E2_R",17.07070541382,8.5
1966,"GISS_E2_R",17.26028823853,8.5
1967,"GISS_E2_R",17.30055999756,8.5
1968,"GISS_E2_R",16.99078559875,8.5
1969,"GISS_E2_R",17.02675437927,8.5
1970,"GISS_E2_R",17.6139831543,8.5
1971,"GISS_E2_R",17.90747261047,8.5
1972,"GISS_E2_R",17.3253364563,8.5
1973,"GISS_E2_R",17.49549293518,8.5
1974,"GISS_E2_R",17.73124504089,8.5
1975,"GISS_E2_R",16.97431945801,8.5
1976,"GISS_E2_R",17.4106388092,8.5
1977,"GISS_E2_R",16.91896820068,8.5
1978,"GISS_E2_R",17.20853042603,8.5
1979,"GISS_E2_R",17.1607875824,8.5
1980,"GISS_E2_R",17.56407546997,8.5
1981,"GISS_E2_R",17.06908035278,8.5
1982,"GISS_E2_R",17.20840454102,8.5
1983,"GISS_E2_R",16.69204139709,8.5
1984,"GISS_E2_R",16.89388847351,8.5
1985,"GISS_E2_R",17.05773162842,8.5
1986,"GISS_E2_R",17.42636680603,8.5
1987,"GISS_E2_R",17.02461051941,8.5
1988,"GISS_E2_R",17.48463058472,8.5
1989,"GISS_E2_R",17.37726020813,8.5
1990,"GISS_E2_R",17.32088279724,8.5
1991,"GISS_E2_R",17.90719985962,8.5
1992,"GISS_E2_R",16.55939483643,8.5
1993,"GISS_E2_R",17.64318656921,8.5
1994,"GISS_E2_R",17.29623794556,8.5
1995,"GISS_E2_R",16.99301147461,8.5
1996,"GISS_E2_R",17.07627296448,8.5
1997,"GISS_E2_R",17.92672920227,8.5
1998,"GISS_E2_R",17.20497512817,8.5
1999,"GISS_E2_R",17.39126205444,8.5
2000,"GISS_E2_R",17.46738433838,8.5
2001,"GISS_E2_R",17.70510482788,8.5
2002,"GISS_E2_R",17.19169235229,8.5
2003,"GISS_E2_R",17.79182815552,8.5
2004,"GISS_E2_R",17.86449241638,8.5
2005,"GISS_E2_R",17.24320793152,8.5
2006,"GISS_E2_R",17.66333961487,8.5
2007,"GISS_E2_R",17.9596118927,8.5
2008,"GISS_E2_R",17.81739997864,8.5
2009,"GISS_E2_R",17.84710884094,8.5
2010,"GISS_E2_R",17.62274169922,8.5
2011,"GISS_E2_R",18.07068061829,8.5
2012,"GISS_E2_R",17.54384803772,8.5
2013,"GISS_E2_R",17.89273452759,8.5
2014,"GISS_E2_R",17.81692695618,8.5
2015,"GISS_E2_R",17.63127708435,8.5
2016,"GISS_E2_R",18.20238876343,8.5
2017,"GISS_E2_R",17.7542552948,8.5
2018,"GISS_E2_R",17.78469467163,8.5
2019,"GISS_E2_R",18.51742172241,8.5
2020,"GISS_E2_R",17.49207687378,8.5
2021,"GISS_E2_R",17.73257064819,8.5
2022,"GISS_E2_R",18.04971122742,8.5
2023,"GISS_E2_R",18.03165245056,8.5
2024,"GISS_E2_R",17.96612739563,8.5
2025,"GISS_E2_R",17.60527420044,8.5
2026,"GISS_E2_R",17.89107704163,8.5
2027,"GISS_E2_R",17.74210929871,8.5
2028,"GISS_E2_R",18.00807571411,8.5
2029,"GISS_E2_R",18.42922973633,8.5
2030,"GISS_E2_R",18.610912323,8.5
2031,"GISS_E2_R",18.36119270325,8.5
2032,"GISS_E2_R",18.40281105042,8.5
2033,"GISS_E2_R",18.61375427246,8.5
2034,"GISS_E2_R",17.71206665039,8.5
2035,"GISS_E2_R",18.33610343933,8.5
2036,"GISS_E2_R",17.97529602051,8.5
2037,"GISS_E2_R",17.83858108521,8.5
2038,"GISS_E2_R",18.54106903076,8.5
2039,"GISS_E2_R",18.28358078003,8.5
2040,"GISS_E2_R",18.2211856842,8.5
2041,"GISS_E2_R",18.42957687378,8.5
2042,"GISS_E2_R",18.71159934998,8.5
2043,"GISS_E2_R",18.09736442566,8.5
2044,"GISS_E2_R",18.53382110596,8.5
2045,"GISS_E2_R",18.58515357971,8.5
2046,"GISS_E2_R",18.3626537323,8.5
2047,"GISS_E2_R",18.37832641602,8.5
2048,"GISS_E2_R",18.02256965637,8.5
2049,"GISS_E2_R",18.0138835907,8.5
2050,"GISS_E2_R",18.39632415771,8.5
2051,"GISS_E2_R",18.31630516052,8.5
2052,"GISS_E2_R",18.35537147522,8.5
2053,"GISS_E2_R",18.87098884583,8.5
2054,"GISS_E2_R",18.13463020325,8.5
2055,"GISS_E2_R",18.5336227417,8.5
2056,"GISS_E2_R",18.36631774902,8.5
2057,"GISS_E2_R",18.62057495117,8.5
2058,"GISS_E2_R",18.64594841003,8.5
2059,"GISS_E2_R",18.12445068359,8.5
2060,"GISS_E2_R",18.62152290344,8.5
2061,"GISS_E2_R",18.48974227905,8.5
2062,"GISS_E2_R",18.81812667847,8.5
2063,"GISS_E2_R",18.30652999878,8.5
2064,"GISS_E2_R",18.42691993713,8.5
2065,"GISS_E2_R",17.90160179138,8.5
2066,"GISS_E2_R",17.99460983276,8.5
2067,"GISS_E2_R",19.32133102417,8.5
2068,"GISS_E2_R",18.77307891846,8.5
2069,"GISS_E2_R",18.59230041504,8.5
2070,"GISS_E2_R",18.79179573059,8.5
2071,"GISS_E2_R",19.16436004639,8.5
2072,"GISS_E2_R",19.12605476379,8.5
2073,"GISS_E2_R",18.48149299622,8.5
2074,"GISS_E2_R",18.77302742004,8.5
2075,"GISS_E2_R",19.28055953979,8.5
2076,"GISS_E2_R",18.95758247375,8.5
2077,"GISS_E2_R",18.73645401001,8.5
2078,"GISS_E2_R",18.36277961731,8.5
2079,"GISS_E2_R",18.80034255981,8.5
2080,"GISS_E2_R",18.74422836304,8.5
2081,"GISS_E2_R",18.2070274353,8.5
2082,"GISS_E2_R",18.04849243164,8.5
2083,"GISS_E2_R",18.88737297058,8.5
2084,"GISS_E2_R",18.8257598877,8.5
2085,"GISS_E2_R",18.99693107605,8.5
2086,"GISS_E2_R",18.64607620239,8.5
2087,"GISS_E2_R",19.18141555786,8.5
2088,"GISS_E2_R",19.16567611694,8.5
2089,"GISS_E2_R",19.29189109802,8.5
2090,"GISS_E2_R",18.36362075806,8.5
2091,"GISS_E2_R",18.68828964233,8.5
2092,"GISS_E2_R",19.32572174072,8.5
2093,"GISS_E2_R",18.29719543457,8.5
2094,"GISS_E2_R",19.32745361328,8.5
2095,"GISS_E2_R",19.39599990845,8.5
2096,"GISS_E2_R",19.87486457825,8.5
2097,"GISS_E2_R",19.67113685608,8.5
2098,"GISS_E2_R",20.31622314453,8.5
2099,"GISS_E2_R",19.90446853638,8.5
1901,"HADGEM2_AO",14.7279586792,8.5
1902,"HADGEM2_AO",14.93411540985,8.5
1903,"HADGEM2_AO",15.54521656036,8.5
1904,"HADGEM2_AO",14.31972026825,8.5
1905,"HADGEM2_AO",15.03217506409,8.5
1906,"HADGEM2_AO",14.27244567871,8.5
1907,"HADGEM2_AO",14.70274925232,8.5
1908,"HADGEM2_AO",14.60300350189,8.5
1909,"HADGEM2_AO",15.35195159912,8.5
1910,"HADGEM2_AO",15.49910640717,8.5
1911,"HADGEM2_AO",15.33146858215,8.5
1912,"HADGEM2_AO",15.81454086304,8.5
1913,"HADGEM2_AO",15.97999763489,8.5
1914,"HADGEM2_AO",15.18948364258,8.5
1915,"HADGEM2_AO",15.2412519455,8.5
1916,"HADGEM2_AO",16.06996154785,8.5
1917,"HADGEM2_AO",15.58602905273,8.5
1918,"HADGEM2_AO",15.15280151367,8.5
1919,"HADGEM2_AO",15.42720127106,8.5
1920,"HADGEM2_AO",14.88538455963,8.5
1921,"HADGEM2_AO",15.00389289856,8.5
1922,"HADGEM2_AO",16.69400405884,8.5
1923,"HADGEM2_AO",16.31016540527,8.5
1924,"HADGEM2_AO",15.28060054779,8.5
1925,"HADGEM2_AO",16.0779132843,8.5
1926,"HADGEM2_AO",15.70581245422,8.5
1927,"HADGEM2_AO",15.75885391235,8.5
1928,"HADGEM2_AO",16.18787956238,8.5
1929,"HADGEM2_AO",15.41558074951,8.5
1930,"HADGEM2_AO",15.92071056366,8.5
1931,"HADGEM2_AO",16.15473175049,8.5
1932,"HADGEM2_AO",16.36840057373,8.5
1933,"HADGEM2_AO",14.96196365356,8.5
1934,"HADGEM2_AO",16.03042984009,8.5
1935,"HADGEM2_AO",15.42650604248,8.5
1936,"HADGEM2_AO",15.90522956848,8.5
1937,"HADGEM2_AO",16.15663909912,8.5
1938,"HADGEM2_AO",16.01616668701,8.5
1939,"HADGEM2_AO",16.07251930237,8.5
1940,"HADGEM2_AO",16.17561531067,8.5
1941,"HADGEM2_AO",16.49076652527,8.5
1942,"HADGEM2_AO",17.29998970032,8.5
1943,"HADGEM2_AO",15.66379833221,8.5
1944,"HADGEM2_AO",17.04149055481,8.5
1945,"HADGEM2_AO",16.32798194885,8.5
1946,"HADGEM2_AO",16.10724830627,8.5
1947,"HADGEM2_AO",14.86206150055,8.5
1948,"HADGEM2_AO",14.72979545593,8.5
1949,"HADGEM2_AO",15.76719379425,8.5
1950,"HADGEM2_AO",16.20768928528,8.5
1951,"HADGEM2_AO",16.33311843872,8.5
1952,"HADGEM2_AO",16.32289886475,8.5
1953,"HADGEM2_AO",16.09058380127,8.5
1954,"HADGEM2_AO",15.63584136963,8.5
1955,"HADGEM2_AO",15.51756954193,8.5
1956,"HADGEM2_AO",15.00074768066,8.5
1957,"HADGEM2_AO",16.19192695618,8.5
1958,"HADGEM2_AO",16.05943870544,8.5
1959,"HADGEM2_AO",15.67743301392,8.5
1960,"HADGEM2_AO",15.28301239014,8.5
1961,"HADGEM2_AO",15.77042961121,8.5
1962,"HADGEM2_AO",16.0370464325,8.5
1963,"HADGEM2_AO",16.15082550049,8.5
1964,"HADGEM2_AO",16.19285583496,8.5
1965,"HADGEM2_AO",15.28758907318,8.5
1966,"HADGEM2_AO",16.06342124939,8.5
1967,"HADGEM2_AO",16.07270240784,8.5
1968,"HADGEM2_AO",16.30788612366,8.5
1969,"HADGEM2_AO",15.32734584808,8.5
1970,"HADGEM2_AO",16.35465431213,8.5
1971,"HADGEM2_AO",16.76178359985,8.5
1972,"HADGEM2_AO",14.92057609558,8.5
1973,"HADGEM2_AO",15.31880378723,8.5
1974,"HADGEM2_AO",16.62716674805,8.5
1975,"HADGEM2_AO",15.84312725067,8.5
1976,"HADGEM2_AO",15.99266910553,8.5
1977,"HADGEM2_AO",15.08424282074,8.5
1978,"HADGEM2_AO",15.75720882416,8.5
1979,"HADGEM2_AO",15.76404285431,8.5
1980,"HADGEM2_AO",16.05081939697,8.5
1981,"HADGEM2_AO",15.3736038208,8.5
1982,"HADGEM2_AO",15.22005748749,8.5
1983,"HADGEM2_AO",14.819480896,8.5
1984,"HADGEM2_AO",14.71965694427,8.5
1985,"HADGEM2_AO",15.70612716675,8.5
1986,"HADGEM2_AO",15.52134418488,8.5
1987,"HADGEM2_AO",15.19937705994,8.5
1988,"HADGEM2_AO",16.03992652893,8.5
1989,"HADGEM2_AO",16.32878875732,8.5
1990,"HADGEM2_AO",15.48794841766,8.5
1991,"HADGEM2_AO",16.41912078857,8.5
1992,"HADGEM2_AO",16.05435371399,8.5
1993,"HADGEM2_AO",15.67971992493,8.5
1994,"HADGEM2_AO",16.95334434509,8.5
1995,"HADGEM2_AO",16.00116539001,8.5
1996,"HADGEM2_AO",16.42029380798,8.5
1997,"HADGEM2_AO",16.62154769897,8.5
1998,"HADGEM2_AO",15.91829013824,8.5
1999,"HADGEM2_AO",16.64624214172,8.5
2000,"HADGEM2_AO",16.38232803345,8.5
2001,"HADGEM2_AO",16.39498138428,8.5
2002,"HADGEM2_AO",17.11933135986,8.5
2003,"HADGEM2_AO",17.69869613647,8.5
2004,"HADGEM2_AO",17.07926750183,8.5
2005,"HADGEM2_AO",16.80021095276,8.5
2006,"HADGEM2_AO",15.96577072144,8.5
2007,"HADGEM2_AO",16.88327789307,8.5
2008,"HADGEM2_AO",15.98877429962,8.5
2009,"HADGEM2_AO",16.50756835938,8.5
2010,"HADGEM2_AO",15.865234375,8.5
2011,"HADGEM2_AO",15.65358448029,8.5
2012,"HADGEM2_AO",16.22849273682,8.5
2013,"HADGEM2_AO",16.63346862793,8.5
2014,"HADGEM2_AO",17.04194259644,8.5
2015,"HADGEM2_AO",16.81122589111,8.5
2016,"HADGEM2_AO",16.60422706604,8.5
2017,"HADGEM2_AO",16.68290519714,8.5
2018,"HADGEM2_AO",17.82745361328,8.5
2019,"HADGEM2_AO",16.18298149109,8.5
2020,"HADGEM2_AO",16.78322982788,8.5
2021,"HADGEM2_AO",16.74891662598,8.5
2022,"HADGEM2_AO",16.73876571655,8.5
2023,"HADGEM2_AO",17.37333679199,8.5
2024,"HADGEM2_AO",16.96360588074,8.5
2025,"HADGEM2_AO",17.01483917236,8.5
2026,"HADGEM2_AO",16.4008140564,8.5
2027,"HADGEM2_AO",16.67861747742,8.5
2028,"HADGEM2_AO",17.40335655212,8.5
2029,"HADGEM2_AO",15.59064006805,8.5
2030,"HADGEM2_AO",15.53229141235,8.5
2031,"HADGEM2_AO",16.26064682007,8.5
2032,"HADGEM2_AO",16.74673843384,8.5
2033,"HADGEM2_AO",16.42530822754,8.5
2034,"HADGEM2_AO",16.8896484375,8.5
2035,"HADGEM2_AO",16.49411201477,8.5
2036,"HADGEM2_AO",17.49108505249,8.5
2037,"HADGEM2_AO",17.05075073242,8.5
2038,"HADGEM2_AO",17.47909736633,8.5
2039,"HADGEM2_AO",17.49129104614,8.5
2040,"HADGEM2_AO",16.91646575928,8.5
2041,"HADGEM2_AO",16.9323425293,8.5
2042,"HADGEM2_AO",17.50448989868,8.5
2043,"HADGEM2_AO",17.91873550415,8.5
2044,"HADGEM2_AO",17.1365776062,8.5
2045,"HADGEM2_AO",18.01942253113,8.5
2046,"HADGEM2_AO",16.94729995728,8.5
2047,"HADGEM2_AO",17.05659103394,8.5
2048,"HADGEM2_AO",18.24850654602,8.5
2049,"HADGEM2_AO",17.25919723511,8.5
2050,"HADGEM2_AO",16.95363426208,8.5
2051,"HADGEM2_AO",18.51486206055,8.5
2052,"HADGEM2_AO",18.35400009155,8.5
2053,"HADGEM2_AO",18.72222137451,8.5
2054,"HADGEM2_AO",19.09431266785,8.5
2055,"HADGEM2_AO",18.43443489075,8.5
2056,"HADGEM2_AO",19.05269432068,8.5
2057,"HADGEM2_AO",18.4510307312,8.5
2058,"HADGEM2_AO",18.243932724,8.5
2059,"HADGEM2_AO",18.61876296997,8.5
2060,"HADGEM2_AO",18.89053726196,8.5
2061,"HADGEM2_AO",17.85582733154,8.5
2062,"HADGEM2_AO",18.56085586548,8.5
2063,"HADGEM2_AO",19.17432594299,8.5
2064,"HADGEM2_AO",19.33993148804,8.5
2065,"HADGEM2_AO",18.58332443237,8.5
2066,"HADGEM2_AO",19.40803718567,8.5
2067,"HADGEM2_AO",19.2340927124,8.5
2068,"HADGEM2_AO",20.05258560181,8.5
2069,"HADGEM2_AO",18.96819877625,8.5
2070,"HADGEM2_AO",19.30188560486,8.5
2071,"HADGEM2_AO",18.79416656494,8.5
2072,"HADGEM2_AO",18.61838722229,8.5
2073,"HADGEM2_AO",18.43086051941,8.5
2074,"HADGEM2_AO",19.21581840515,8.5
2075,"HADGEM2_AO",19.19003868103,8.5
2076,"HADGEM2_AO",18.88659858704,8.5
2077,"HADGEM2_AO",19.42486572266,8.5
2078,"HADGEM2_AO",19.33220291138,8.5
2079,"HADGEM2_AO",19.46172142029,8.5
2080,"HADGEM2_AO",19.77898788452,8.5
2081,"HADGEM2_AO",19.87404632568,8.5
2082,"HADGEM2_AO",19.91202163696,8.5
2083,"HADGEM2_AO",19.70690345764,8.5
2084,"HADGEM2_AO",19.40363693237,8.5
2085,"HADGEM2_AO",19.36505889893,8.5
2086,"HADGEM2_AO",19.95076751709,8.5
2087,"HADGEM2_AO",20.08321762085,8.5
2088,"HADGEM2_AO",19.50166893005,8.5
2089,"HADGEM2_AO",19.88782310486,8.5
2090,"HADGEM2_AO",19.58810806274,8.5
2091,"HADGEM2_AO",19.94504737854,8.5
2092,"HADGEM2_AO",20.4248714447,8.5
2093,"HADGEM2_AO",19.72344207764,8.5
2094,"HADGEM2_AO",19.74360847473,8.5
2095,"HADGEM2_AO",20.43733787537,8.5
2096,"HADGEM2_AO",19.54484558105,8.5
2097,"HADGEM2_AO",18.56364250183,8.5
2098,"HADGEM2_AO",20.26196098328,8.5
2099,"HADGEM2_AO",20.7183971405,8.5
1901,"HADGEM2_CC",15.50891113281,8.5
1902,"HADGEM2_CC",13.78948879242,8.5
1903,"HADGEM2_CC",14.68255615234,8.5
1904,"HADGEM2_CC",14.06385993958,8.5
1905,"HADGEM2_CC",14.74130439758,8.5
1906,"HADGEM2_CC",14.99349594116,8.5
1907,"HADGEM2_CC",15.31304073334,8.5
1908,"HADGEM2_CC",15.08049583435,8.5
1909,"HADGEM2_CC",14.75280666351,8.5
1910,"HADGEM2_CC",13.3933801651,8.5
1911,"HADGEM2_CC",13.85189151764,8.5
1912,"HADGEM2_CC",15.14850521088,8.5
1913,"HADGEM2_CC",14.54418563843,8.5
1914,"HADGEM2_CC",13.64310073853,8.5
1915,"HADGEM2_CC",13.61252689362,8.5
1916,"HADGEM2_CC",15.27425575256,8.5
1917,"HADGEM2_CC",13.6672000885,8.5
1918,"HADGEM2_CC",14.27891349792,8.5
1919,"HADGEM2_CC",14.43338680267,8.5
1920,"HADGEM2_CC",15.04603099823,8.5
1921,"HADGEM2_CC",15.39852428436,8.5
1922,"HADGEM2_CC",14.92453098297,8.5
1923,"HADGEM2_CC",14.73789978027,8.5
1924,"HADGEM2_CC",13.80403900146,8.5
1925,"HADGEM2_CC",13.31754016876,8.5
1926,"HADGEM2_CC",15.30310249329,8.5
1927,"HADGEM2_CC",15.02140140533,8.5
1928,"HADGEM2_CC",15.37131500244,8.5
1929,"HADGEM2_CC",15.0765171051,8.5
1930,"HADGEM2_CC",14.48371696472,8.5
1931,"HADGEM2_CC",14.90712928772,8.5
1932,"HADGEM2_CC",16.0930480957,8.5
1933,"HADGEM2_CC",14.68114948273,8.5
1934,"HADGEM2_CC",15.6516752243,8.5
1935,"HADGEM2_CC",14.54658889771,8.5
1936,"HADGEM2_CC",15.29090309143,8.5
1937,"HADGEM2_CC",15.50060367584,8.5
1938,"HADGEM2_CC",16.08902931213,8.5
1939,"HADGEM2_CC",15.31069755554,8.5
1940,"HADGEM2_CC",14.62953948975,8.5
1941,"HADGEM2_CC",14.33692264557,8.5
1942,"HADGEM2_CC",15.53472137451,8.5
1943,"HADGEM2_CC",14.88819313049,8.5
1944,"HADGEM2_CC",15.22133636475,8.5
1945,"HADGEM2_CC",13.17643356323,8.5
1946,"HADGEM2_CC",12.90999221802,8.5
1947,"HADGEM2_CC",14.03998756409,8.5
1948,"HADGEM2_CC",14.0005273819,8.5
1949,"HADGEM2_CC",14.35130882263,8.5
1950,"HADGEM2_CC",14.59771442413,8.5
1951,"HADGEM2_CC",15.33185100555,8.5
1952,"HADGEM2_CC",15.34986400604,8.5
1953,"HADGEM2_CC",14.86322593689,8.5
1954,"HADGEM2_CC",14.68527507782,8.5
1955,"HADGEM2_CC",14.65144634247,8.5
1956,"HADGEM2_CC",15.72015476227,8.5
1957,"HADGEM2_CC",15.0282125473,8.5
1958,"HADGEM2_CC",14.91549301147,8.5
1959,"HADGEM2_CC",13.84702301025,8.5
1960,"HADGEM2_CC",14.84082508087,8.5
1961,"HADGEM2_CC",14.99009799957,8.5
1962,"HADGEM2_CC",14.95992279053,8.5
1963,"HADGEM2_CC",14.43114471436,8.5
1964,"HADGEM2_CC",14.73447799683,8.5
1965,"HADGEM2_CC",14.12214946747,8.5
1966,"HADGEM2_CC",14.84642982483,8.5
1967,"HADGEM2_CC",14.35312080383,8.5
1968,"HADGEM2_CC",15.72018623352,8.5
1969,"HADGEM2_CC",14.35536670685,8.5
1970,"HADGEM2_CC",14.02340888977,8.5
1971,"HADGEM2_CC",14.55115318298,8.5
1972,"HADGEM2_CC",13.90677261353,8.5
1973,"HADGEM2_CC",14.54799175262,8.5
1974,"HADGEM2_CC",14.79744148254,8.5
1975,"HADGEM2_CC",15.00764369965,8.5
1976,"HADGEM2_CC",14.99936389923,8.5
1977,"HADGEM2_CC",15.50007724762,8.5
1978,"HADGEM2_CC",15.0564365387,8.5
1979,"HADGEM2_CC",15.43907260895,8.5
1980,"HADGEM2_CC",15.61802101135,8.5
1981,"HADGEM2_CC",15.42724609375,8.5
1982,"HADGEM2_CC",14.73186588287,8.5
1983,"HADGEM2_CC",14.78658866882,8.5
1984,"HADGEM2_CC",14.4830121994,8.5
1985,"HADGEM2_CC",14.37912464142,8.5
1986,"HADGEM2_CC",15.24342727661,8.5
