"YEAR","T","DOWN_T","TANOM","TANOM_STD","STOCKAREA","SSBMT","REC000S","SSBRF0","STOCK","SOURCE"
1960,16.45133399963,9.61567334663069,0.0823841094949991,9.53328923713569,"GOM",137525,122245,4.5,"GBHAD","2017HaddockUpdateAssessment"
1960,16.45133399963,5.65451353072213,0.0823841094949991,5.57212942122713,"GB",137525,122245,4.5,"GBHAD","2017HaddockUpdateAssessment"
1961,16.32062530518,9.48496465218069,-0.0483245849550009,9.53328923713569,"GOM",171975,54312,4.5,"GBHAD","2017HaddockUpdateAssessment"
1961,16.32062530518,5.52380483627213,-0.0483245849550009,5.57212942122713,"GB",171975,54312,4.5,"GBHAD","2017HaddockUpdateAssessment"
1962,16.03918838501,5.24236791610213,-0.329761505124999,5.57212942122713,"GB",179431,39050,4.5,"GBHAD","2017HaddockUpdateAssessment"
1962,16.03918838501,9.20352773201069,-0.329761505124999,9.53328923713569,"GOM",179431,39050,4.5,"GBHAD","2017HaddockUpdateAssessment"
1963,16.15082550049,5.35400503158213,-0.218124389644998,5.57212942122713,"GB",163737,188241,4.5,"GBHAD","2017HaddockUpdateAssessment"
1963,16.15082550049,9.31516484749069,-0.218124389644998,9.53328923713569,"GOM",163737,188241,4.5,"GBHAD","2017HaddockUpdateAssessment"
1964,16.31806755066,5.52124708175213,-0.0508823394749989,5.57212942122713,"GB",167402,460816,4.5,"GBHAD","2017HaddockUpdateAssessment"
1964,16.31806755066,9.48240689766069,-0.0508823394749989,9.53328923713569,"GOM",167402,460816,4.5,"GBHAD","2017HaddockUpdateAssessment"
1965,16.28534507751,9.44968442451069,-0.0836048126249977,9.53328923713569,"GOM",217565,32513,4.5,"GBHAD","2017HaddockUpdateAssessment"
1965,16.28534507751,5.48852460860213,-0.0836048126249977,5.57212942122713,"GB",217565,32513,4.5,"GBHAD","2017HaddockUpdateAssessment"
1966,16.23808860779,5.44126813888213,-0.130861282344998,5.57212942122713,"GB",186839,4155,4.5,"GBHAD","2017HaddockUpdateAssessment"
1966,16.23808860779,9.40242795479069,-0.130861282344998,9.53328923713569,"GOM",186839,4155,4.5,"GBHAD","2017HaddockUpdateAssessment"
1967,16.45574569702,5.65892522811213,0.0867958068850001,5.57212942122713,"GB",106435,14013,4.5,"GBHAD","2017HaddockUpdateAssessment"
1967,16.45574569702,9.62008504402069,0.0867958068850001,9.53328923713569,"GOM",106435,14013,4.5,"GBHAD","2017HaddockUpdateAssessment"
1968,16.35660552979,9.52094487679069,-0.0123443603450006,9.53328923713569,"GOM",71846,542,4.5,"GBHAD","2017HaddockUpdateAssessment"
1968,16.35660552979,5.55978506088213,-0.0123443603450006,5.57212942122713,"GB",71846,542,4.5,"GBHAD","2017HaddockUpdateAssessment"
1969,16.21633529663,9.38067464363069,-0.152614593505,9.53328923713569,"GOM",47766,1111,4.5,"GBHAD","2017HaddockUpdateAssessment"
1969,16.21633529663,5.41951482772213,-0.152614593505,5.57212942122713,"GB",47766,1111,4.5,"GBHAD","2017HaddockUpdateAssessment"
1970,16.35465431213,9.51899365913069,-0.0142955780050009,9.53328923713569,"GOM",358145,36905.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1970,16.35465431213,9.51899365913069,-0.0142955780050009,9.53328923713569,"GOM",34913,4616,4.5,"GBHAD","2017HaddockUpdateAssessment"
1970,16.35465431213,5.55783384322213,-0.0142955780050009,5.57212942122713,"GB",358145,36905.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1970,16.35465431213,5.55783384322213,-0.0142955780050009,5.57212942122713,"GB",34913,4616,4.5,"GBHAD","2017HaddockUpdateAssessment"
1971,16.76178359985,5.96496313094213,0.392833709714999,5.57212942122713,"GB",24771,267,4.5,"GBHAD","2017HaddockUpdateAssessment"
1971,16.76178359985,5.96496313094213,0.392833709714999,5.57212942122713,"GB",379295,57209.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1971,16.76178359985,9.92612294685069,0.392833709714999,9.53328923713569,"GOM",24771,267,4.5,"GBHAD","2017HaddockUpdateAssessment"
1971,16.76178359985,9.92612294685069,0.392833709714999,9.53328923713569,"GOM",379295,57209.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1972,16.56237602234,9.72671536934069,0.193426132205001,9.53328923713569,"GOM",23222,8526,4.5,"GBHAD","2017HaddockUpdateAssessment"
1972,16.56237602234,9.72671536934069,0.193426132205001,9.53328923713569,"GOM",358573,23806.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1972,16.56237602234,5.76555555343213,0.193426132205001,5.57212942122713,"GB",23222,8526,4.5,"GBHAD","2017HaddockUpdateAssessment"
1972,16.56237602234,5.76555555343213,0.193426132205001,5.57212942122713,"GB",358573,23806.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1973,16.47225189209,9.63659123909069,0.103302001955001,9.53328923713569,"GOM",15889,19498,4.5,"GBHAD","2017HaddockUpdateAssessment"
1973,16.47225189209,9.63659123909069,0.103302001955001,9.53328923713569,"GOM",287844,18555.3,NA,"GBPOL","2017GroundfishOperationalAssessment"
1973,16.47225189209,9.63659123909069,0.103302001955001,9.53328923713569,"GOM",22161,29384,NA,"GBYTF","2008GARMIIIAppendix"
1973,16.47225189209,5.67543142318213,0.103302001955001,5.57212942122713,"GB",15889,19498,4.5,"GBHAD","2017HaddockUpdateAssessment"
1973,16.47225189209,5.67543142318213,0.103302001955001,5.57212942122713,"GB",287844,18555.3,NA,"GBPOL","2017GroundfishOperationalAssessment"
1973,16.47225189209,5.67543142318213,0.103302001955001,5.57212942122713,"GB",22161,29384,NA,"GBYTF","2008GARMIIIAppendix"
1974,16.62716674805,9.79150609505069,0.258216857915002,9.53328923713569,"GOM",284354,21643.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1974,16.62716674805,9.79150609505069,0.258216857915002,9.53328923713569,"GOM",29694,10577,4.5,"GBHAD","2017HaddockUpdateAssessment"
1974,16.62716674805,9.79150609505069,0.258216857915002,9.53328923713569,"GOM",14780,52184,NA,"GBYTF","2008GARMIIIAppendix"
1974,16.62716674805,5.83034627914213,0.258216857915002,5.57212942122713,"GB",284354,21643.7,NA,"GBPOL","2017GroundfishOperationalAssessment"
1974,16.62716674805,5.83034627914213,0.258216857915002,5.57212942122713,"GB",29694,10577,4.5,"GBHAD","2017HaddockUpdateAssessment"
1974,16.62716674805,5.83034627914213,0.258216857915002,5.57212942122713,"GB",14780,52184,NA,"GBYTF","2008GARMIIIAppendix"
1975,16.26949501038,5.47267454147213,-0.099454879755001,5.57212942122713,"GB",312240,25047,NA,"GBPOL","2017GroundfishOperationalAssessment"
1975,16.26949501038,5.47267454147213,-0.099454879755001,5.57212942122713,"GB",9014,70632,NA,"GBYTF","2008GARMIIIAppendix"
1975,16.26949501038,5.47267454147213,-0.099454879755001,5.57212942122713,"GB",22061,7930,4.5,"GBHAD","2017HaddockUpdateAssessment"
1975,16.26949501038,9.43383435738069,-0.099454879755001,9.53328923713569,"GOM",312240,25047,NA,"GBPOL","2017GroundfishOperationalAssessment"
1975,16.26949501038,9.43383435738069,-0.099454879755001,9.53328923713569,"GOM",9014,70632,NA,"GBYTF","2008GARMIIIAppendix"
1975,16.26949501038,9.43383435738069,-0.099454879755001,9.53328923713569,"GOM",22061,7930,4.5,"GBHAD","2017HaddockUpdateAssessment"
1976,16.44958877563,5.65276830672213,0.0806388854950022,5.57212942122713,"GB",321390,15821.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1976,16.44958877563,5.65276830672213,0.0806388854950022,5.57212942122713,"GB",28597,105344,4.5,"GBHAD","2017HaddockUpdateAssessment"
1976,16.44958877563,5.65276830672213,0.0806388854950022,5.57212942122713,"GB",10024,24731,NA,"GBYTF","2008GARMIIIAppendix"
1976,16.44958877563,9.61392812263069,0.0806388854950022,9.53328923713569,"GOM",321390,15821.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1976,16.44958877563,9.61392812263069,0.0806388854950022,9.53328923713569,"GOM",28597,105344,4.5,"GBHAD","2017HaddockUpdateAssessment"
1976,16.44958877563,9.61392812263069,0.0806388854950022,9.53328923713569,"GOM",10024,24731,NA,"GBYTF","2008GARMIIIAppendix"
1977,16.39849662781,5.60167615890213,0.0295467376750018,5.57212942122713,"GB",315264,11928.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1977,16.39849662781,5.60167615890213,0.0295467376750018,5.57212942122713,"GB",49853,13982,4.5,"GBHAD","2017HaddockUpdateAssessment"
1977,16.39849662781,5.60167615890213,0.0295467376750018,5.57212942122713,"GB",8351,17283,NA,"GBYTF","2008GARMIIIAppendix"
1977,16.39849662781,9.56283597481069,0.0295467376750018,9.53328923713569,"GOM",315264,11928.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1977,16.39849662781,9.56283597481069,0.0295467376750018,9.53328923713569,"GOM",49853,13982,4.5,"GBHAD","2017HaddockUpdateAssessment"
1977,16.39849662781,9.56283597481069,0.0295467376750018,9.53328923713569,"GOM",8351,17283,NA,"GBYTF","2008GARMIIIAppendix"
1978,16.42594528198,5.62912481307213,0.0569953918449997,5.57212942122713,"GB",85230,29491,19.72,"GBCOD","2015CodUpdateAssessment"
1978,16.42594528198,5.62912481307213,0.0569953918449997,5.57212942122713,"GB",301028,25572.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1978,16.42594528198,5.62912481307213,0.0569953918449997,5.57212942122713,"GB",76789,6124,4.5,"GBHAD","2017HaddockUpdateAssessment"
1978,16.42594528198,5.62912481307213,0.0569953918449997,5.57212942122713,"GB",6169,54437,NA,"GBYTF","2008GARMIIIAppendix"
1978,16.42594528198,9.59028462898069,0.0569953918449997,9.53328923713569,"GOM",85230,29491,19.72,"GBCOD","2015CodUpdateAssessment"
1978,16.42594528198,9.59028462898069,0.0569953918449997,9.53328923713569,"GOM",301028,25572.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1978,16.42594528198,9.59028462898069,0.0569953918449997,9.53328923713569,"GOM",76789,6124,4.5,"GBHAD","2017HaddockUpdateAssessment"
1978,16.42594528198,9.59028462898069,0.0569953918449997,9.53328923713569,"GOM",6169,54437,NA,"GBYTF","2008GARMIIIAppendix"
1979,16.72319793701,9.88753728401069,0.354248046875,9.53328923713569,"GOM",72404,83883,4.5,"GBHAD","2017HaddockUpdateAssessment"
1979,16.72319793701,9.88753728401069,0.354248046875,9.53328923713569,"GOM",8501,25508,NA,"GBYTF","2008GARMIIIAppendix"
1979,16.72319793701,9.88753728401069,0.354248046875,9.53328923713569,"GOM",94933,27926,19.72,"GBCOD","2015CodUpdateAssessment"
1979,16.72319793701,9.88753728401069,0.354248046875,9.53328923713569,"GOM",309496,26438.8,NA,"GBPOL","2017GroundfishOperationalAssessment"
1979,16.72319793701,5.92637746810213,0.354248046875,5.57212942122713,"GB",72404,83883,4.5,"GBHAD","2017HaddockUpdateAssessment"
1979,16.72319793701,5.92637746810213,0.354248046875,5.57212942122713,"GB",8501,25508,NA,"GBYTF","2008GARMIIIAppendix"
1979,16.72319793701,5.92637746810213,0.354248046875,5.57212942122713,"GB",94933,27926,19.72,"GBCOD","2015CodUpdateAssessment"
1979,16.72319793701,5.92637746810213,0.354248046875,5.57212942122713,"GB",309496,26438.8,NA,"GBPOL","2017GroundfishOperationalAssessment"
1980,16.92882919312,10.0931685401207,0.559879302984999,9.53328923713569,"GOM",71220,10932,4.5,"GBHAD","2017HaddockUpdateAssessment"
1980,16.92882919312,10.0931685401207,0.559879302984999,9.53328923713569,"GOM",98527,22167,19.72,"GBCOD","2015CodUpdateAssessment"
1980,16.92882919312,10.0931685401207,0.559879302984999,9.53328923713569,"GOM",286872,18268.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1980,16.92882919312,10.0931685401207,0.559879302984999,9.53328923713569,"GOM",10884,24034,NA,"GBYTF","2008GARMIIIAppendix"
1980,16.92882919312,6.13200872421213,0.559879302984999,5.57212942122713,"GB",71220,10932,4.5,"GBHAD","2017HaddockUpdateAssessment"
1980,16.92882919312,6.13200872421213,0.559879302984999,5.57212942122713,"GB",98527,22167,19.72,"GBCOD","2015CodUpdateAssessment"
1980,16.92882919312,6.13200872421213,0.559879302984999,5.57212942122713,"GB",286872,18268.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1980,16.92882919312,6.13200872421213,0.559879302984999,5.57212942122713,"GB",10884,24034,NA,"GBYTF","2008GARMIIIAppendix"
1981,17.06908035278,6.27225988387213,0.700130462644999,5.57212942122713,"GB",61529,7362,4.5,"GBHAD","2017HaddockUpdateAssessment"
1981,17.06908035278,6.27225988387213,0.700130462644999,5.57212942122713,"GB",283867,15204.2,NA,"GBPOL","2017GroundfishOperationalAssessment"
1981,17.06908035278,6.27225988387213,0.700130462644999,5.57212942122713,"GB",91033,44587,19.72,"GBCOD","2015CodUpdateAssessment"
1981,17.06908035278,6.27225988387213,0.700130462644999,5.57212942122713,"GB",10144,62997,NA,"GBYTF","2008GARMIIIAppendix"
1981,17.06908035278,10.2334196997807,0.700130462644999,9.53328923713569,"GOM",61529,7362,4.5,"GBHAD","2017HaddockUpdateAssessment"
1981,17.06908035278,10.2334196997807,0.700130462644999,9.53328923713569,"GOM",283867,15204.2,NA,"GBPOL","2017GroundfishOperationalAssessment"
1981,17.06908035278,10.2334196997807,0.700130462644999,9.53328923713569,"GOM",91033,44587,19.72,"GBCOD","2015CodUpdateAssessment"
1981,17.06908035278,10.2334196997807,0.700130462644999,9.53328923713569,"GOM",10144,62997,NA,"GBYTF","2008GARMIIIAppendix"
1982,16.96397972107,10.1283190680707,0.595029830935001,9.53328923713569,"GOM",49494,2579,4.5,"GBHAD","2017HaddockUpdateAssessment"
1982,16.96397972107,10.1283190680707,0.595029830935001,9.53328923713569,"GOM",269421,18681.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1982,16.96397972107,10.1283190680707,0.595029830935001,9.53328923713569,"GOM",84931,20542,19.72,"GBCOD","2015CodUpdateAssessment"
1982,16.96397972107,10.1283190680707,0.595029830935001,9.53328923713569,"GOM",25323,12109.7,NA,"GOMCOD","2019NEFSC"
1982,16.96397972107,10.1283190680707,0.595029830935001,9.53328923713569,"GOM",12975,22846,NA,"GBYTF","2008GARMIIIAppendix"
1982,16.96397972107,6.16715925216213,0.595029830935001,5.57212942122713,"GB",49494,2579,4.5,"GBHAD","2017HaddockUpdateAssessment"
1982,16.96397972107,6.16715925216213,0.595029830935001,5.57212942122713,"GB",269421,18681.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1982,16.96397972107,6.16715925216213,0.595029830935001,5.57212942122713,"GB",84931,20542,19.72,"GBCOD","2015CodUpdateAssessment"
1982,16.96397972107,6.16715925216213,0.595029830935001,5.57212942122713,"GB",25323,12109.7,NA,"GOMCOD","2019NEFSC"
1982,16.96397972107,6.16715925216213,0.595029830935001,5.57212942122713,"GB",12975,22846,NA,"GBYTF","2008GARMIIIAppendix"
1983,16.58745002747,5.79062955856213,0.218500137334999,5.57212942122713,"GB",38672,3281,4.5,"GBHAD","2017HaddockUpdateAssessment"
1983,16.58745002747,5.79062955856213,0.218500137334999,5.57212942122713,"GB",78807,10372,19.72,"GBCOD","2015CodUpdateAssessment"
1983,16.58745002747,5.79062955856213,0.218500137334999,5.57212942122713,"GB",19707,13486.3,NA,"GOMCOD","2019NEFSC"
1983,16.58745002747,5.79062955856213,0.218500137334999,5.57212942122713,"GB",260163,11262.9,NA,"GBPOL","2017GroundfishOperationalAssessment"
1983,16.58745002747,5.79062955856213,0.218500137334999,5.57212942122713,"GB",11103,6581,NA,"GBYTF","2008GARMIIIAppendix"
1983,16.58745002747,9.75178937447069,0.218500137334999,9.53328923713569,"GOM",38672,3281,4.5,"GBHAD","2017HaddockUpdateAssessment"
1983,16.58745002747,9.75178937447069,0.218500137334999,9.53328923713569,"GOM",78807,10372,19.72,"GBCOD","2015CodUpdateAssessment"
1983,16.58745002747,9.75178937447069,0.218500137334999,9.53328923713569,"GOM",19707,13486.3,NA,"GOMCOD","2019NEFSC"
1983,16.58745002747,9.75178937447069,0.218500137334999,9.53328923713569,"GOM",260163,11262.9,NA,"GBPOL","2017GroundfishOperationalAssessment"
1983,16.58745002747,9.75178937447069,0.218500137334999,9.53328923713569,"GOM",11103,6581,NA,"GBYTF","2008GARMIIIAppendix"
1984,16.77373695374,5.97691648483213,0.404787063604999,5.57212942122713,"GB",209380,15499.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1984,16.77373695374,5.97691648483213,0.404787063604999,5.57212942122713,"GB",26965,18070,4.5,"GBHAD","2017HaddockUpdateAssessment"
1984,16.77373695374,5.97691648483213,0.404787063604999,5.57212942122713,"GB",16703,13651.1,NA,"GOMCOD","2019NEFSC"
1984,16.77373695374,5.97691648483213,0.404787063604999,5.57212942122713,"GB",66145,29516,19.72,"GBCOD","2015CodUpdateAssessment"
1984,16.77373695374,5.97691648483213,0.404787063604999,5.57212942122713,"GB",3847,10843,NA,"GBYTF","2008GARMIIIAppendix"
1984,16.77373695374,9.93807630074069,0.404787063604999,9.53328923713569,"GOM",209380,15499.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1984,16.77373695374,9.93807630074069,0.404787063604999,9.53328923713569,"GOM",26965,18070,4.5,"GBHAD","2017HaddockUpdateAssessment"
1984,16.77373695374,9.93807630074069,0.404787063604999,9.53328923713569,"GOM",16703,13651.1,NA,"GOMCOD","2019NEFSC"
1984,16.77373695374,9.93807630074069,0.404787063604999,9.53328923713569,"GOM",66145,29516,19.72,"GBCOD","2015CodUpdateAssessment"
1984,16.77373695374,9.93807630074069,0.404787063604999,9.53328923713569,"GOM",3847,10843,NA,"GBYTF","2008GARMIIIAppendix"
1985,16.75244903564,9.91678838264069,0.383499145505002,9.53328923713569,"GOM",15548,10390.6,NA,"GOMCOD","2019NEFSC"
1985,16.75244903564,9.91678838264069,0.383499145505002,9.53328923713569,"GOM",205013,20309.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1985,16.75244903564,9.91678838264069,0.383499145505002,9.53328923713569,"GOM",2558,16749,NA,"GBYTF","2008GARMIIIAppendix"
1985,16.75244903564,9.91678838264069,0.383499145505002,9.53328923713569,"GOM",57656,9220,19.72,"GBCOD","2015CodUpdateAssessment"
1985,16.75244903564,9.91678838264069,0.383499145505002,9.53328923713569,"GOM",20028,2515,4.5,"GBHAD","2017HaddockUpdateAssessment"
1985,16.75244903564,5.95562856673213,0.383499145505002,5.57212942122713,"GB",15548,10390.6,NA,"GOMCOD","2019NEFSC"
1985,16.75244903564,5.95562856673213,0.383499145505002,5.57212942122713,"GB",205013,20309.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1985,16.75244903564,5.95562856673213,0.383499145505002,5.57212942122713,"GB",2558,16749,NA,"GBYTF","2008GARMIIIAppendix"
1985,16.75244903564,5.95562856673213,0.383499145505002,5.57212942122713,"GB",57656,9220,19.72,"GBCOD","2015CodUpdateAssessment"
1985,16.75244903564,5.95562856673213,0.383499145505002,5.57212942122713,"GB",20028,2515,4.5,"GBHAD","2017HaddockUpdateAssessment"
1986,17.10014343262,10.2644827796207,0.731193542485002,9.53328923713569,"GOM",14134,16225.8,NA,"GOMCOD","2019NEFSC"
1986,17.10014343262,10.2644827796207,0.731193542485002,9.53328923713569,"GOM",49111,47093,19.72,"GBCOD","2015CodUpdateAssessment"
1986,17.10014343262,10.2644827796207,0.731193542485002,9.53328923713569,"GOM",3210,8473,NA,"GBYTF","2008GARMIIIAppendix"
1986,17.10014343262,10.2644827796207,0.731193542485002,9.53328923713569,"GOM",20992,16764,4.5,"GBHAD","2017HaddockUpdateAssessment"
1986,17.10014343262,10.2644827796207,0.731193542485002,9.53328923713569,"GOM",179931,16699,NA,"GBPOL","2017GroundfishOperationalAssessment"
1986,17.10014343262,6.30332296371213,0.731193542485002,5.57212942122713,"GB",14134,16225.8,NA,"GOMCOD","2019NEFSC"
1986,17.10014343262,6.30332296371213,0.731193542485002,5.57212942122713,"GB",49111,47093,19.72,"GBCOD","2015CodUpdateAssessment"
1986,17.10014343262,6.30332296371213,0.731193542485002,5.57212942122713,"GB",3210,8473,NA,"GBYTF","2008GARMIIIAppendix"
1986,17.10014343262,6.30332296371213,0.731193542485002,5.57212942122713,"GB",20992,16764,4.5,"GBHAD","2017HaddockUpdateAssessment"
1986,17.10014343262,6.30332296371213,0.731193542485002,5.57212942122713,"GB",179931,16699,NA,"GBPOL","2017GroundfishOperationalAssessment"
1987,17.0062713623,6.20945089339213,0.637321472165002,5.57212942122713,"GB",59864,16418,19.72,"GBCOD","2015CodUpdateAssessment"
1987,17.0062713623,6.20945089339213,0.637321472165002,5.57212942122713,"GB",2750,9193,NA,"GBYTF","2008GARMIIIAppendix"
1987,17.0062713623,6.20945089339213,0.637321472165002,5.57212942122713,"GB",20804,2603,4.5,"GBHAD","2017HaddockUpdateAssessment"
1987,17.0062713623,6.20945089339213,0.637321472165002,5.57212942122713,"GB",13511,16847.8,NA,"GOMCOD","2019NEFSC"
1987,17.0062713623,6.20945089339213,0.637321472165002,5.57212942122713,"GB",158679,22182.5,NA,"GBPOL","2017GroundfishOperationalAssessment"
1987,17.0062713623,10.1706107093007,0.637321472165002,9.53328923713569,"GOM",59864,16418,19.72,"GBCOD","2015CodUpdateAssessment"
1987,17.0062713623,10.1706107093007,0.637321472165002,9.53328923713569,"GOM",2750,9193,NA,"GBYTF","2008GARMIIIAppendix"
1987,17.0062713623,10.1706107093007,0.637321472165002,9.53328923713569,"GOM",20804,2603,4.5,"GBHAD","2017HaddockUpdateAssessment"
1987,17.0062713623,10.1706107093007,0.637321472165002,9.53328923713569,"GOM",13511,16847.8,NA,"GOMCOD","2019NEFSC"
1987,17.0062713623,10.1706107093007,0.637321472165002,9.53328923713569,"GOM",158679,22182.5,NA,"GBPOL","2017GroundfishOperationalAssessment"
1988,16.39998054504,5.60316007613213,0.031030654904999,5.57212942122713,"GB",19729,19933,4.5,"GBHAD","2017HaddockUpdateAssessment"
1988,16.39998054504,5.60316007613213,0.031030654904999,5.57212942122713,"GB",13819,30233.8,NA,"GOMCOD","2019NEFSC"
1988,16.39998054504,5.60316007613213,0.031030654904999,5.57212942122713,"GB",2198,22841,NA,"GBYTF","2008GARMIIIAppendix"
1988,16.39998054504,5.60316007613213,0.031030654904999,5.57212942122713,"GB",126094,9921.34,NA,"GBPOL","2017GroundfishOperationalAssessment"
1988,16.39998054504,5.60316007613213,0.031030654904999,5.57212942122713,"GB",69200,26391,19.72,"GBCOD","2015CodUpdateAssessment"
1988,16.39998054504,9.56431989204069,0.031030654904999,9.53328923713569,"GOM",19729,19933,4.5,"GBHAD","2017HaddockUpdateAssessment"
1988,16.39998054504,9.56431989204069,0.031030654904999,9.53328923713569,"GOM",13819,30233.8,NA,"GOMCOD","2019NEFSC"
1988,16.39998054504,9.56431989204069,0.031030654904999,9.53328923713569,"GOM",2198,22841,NA,"GBYTF","2008GARMIIIAppendix"
1988,16.39998054504,9.56431989204069,0.031030654904999,9.53328923713569,"GOM",126094,9921.34,NA,"GBPOL","2017GroundfishOperationalAssessment"
1988,16.39998054504,9.56431989204069,0.031030654904999,9.53328923713569,"GOM",69200,26391,19.72,"GBCOD","2015CodUpdateAssessment"
1989,16.99110794067,10.1554472876707,0.622158050534999,9.53328923713569,"GOM",18070,4526.62,NA,"GOMCOD","2019NEFSC"
1989,16.99110794067,10.1554472876707,0.622158050534999,9.53328923713569,"GOM",126465,10427.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1989,16.99110794067,10.1554472876707,0.622158050534999,9.53328923713569,"GOM",4170,9661,NA,"GBYTF","2008GARMIIIAppendix"
1989,16.99110794067,10.1554472876707,0.622158050534999,9.53328923713569,"GOM",20470,1358,4.5,"GBHAD","2017HaddockUpdateAssessment"
1989,16.99110794067,10.1554472876707,0.622158050534999,9.53328923713569,"GOM",63535,18623,19.72,"GBCOD","2015CodUpdateAssessment"
1989,16.99110794067,6.19428747176213,0.622158050534999,5.57212942122713,"GB",18070,4526.62,NA,"GOMCOD","2019NEFSC"
1989,16.99110794067,6.19428747176213,0.622158050534999,5.57212942122713,"GB",126465,10427.4,NA,"GBPOL","2017GroundfishOperationalAssessment"
1989,16.99110794067,6.19428747176213,0.622158050534999,5.57212942122713,"GB",4170,9661,NA,"GBYTF","2008GARMIIIAppendix"
1989,16.99110794067,6.19428747176213,0.622158050534999,5.57212942122713,"GB",20470,1358,4.5,"GBHAD","2017HaddockUpdateAssessment"
1989,16.99110794067,6.19428747176213,0.622158050534999,5.57212942122713,"GB",63535,18623,19.72,"GBCOD","2015CodUpdateAssessment"
1990,16.95992660522,6.16310613631213,0.590976715085002,5.57212942122713,"GB",22925,4628.87,NA,"GOMCOD","2019NEFSC"
1990,16.95992660522,6.16310613631213,0.590976715085002,5.57212942122713,"GB",4750,11217,NA,"GBYTF","2008GARMIIIAppendix"
1990,16.95992660522,6.16310613631213,0.590976715085002,5.57212942122713,"GB",24275,3378,4.5,"GBHAD","2017HaddockUpdateAssessment"
1990,16.95992660522,6.16310613631213,0.590976715085002,5.57212942122713,"GB",109210,19362.5,NA,"GBPOL","2017GroundfishOperationalAssessment"
1990,16.95992660522,6.16310613631213,0.590976715085002,5.57212942122713,"GB",59313,11007,19.72,"GBCOD","2015CodUpdateAssessment"
1990,16.95992660522,10.1242659522207,0.590976715085002,9.53328923713569,"GOM",22925,4628.87,NA,"GOMCOD","2019NEFSC"
1990,16.95992660522,10.1242659522207,0.590976715085002,9.53328923713569,"GOM",4750,11217,NA,"GBYTF","2008GARMIIIAppendix"
1990,16.95992660522,10.1242659522207,0.590976715085002,9.53328923713569,"GOM",24275,3378,4.5,"GBHAD","2017HaddockUpdateAssessment"
1990,16.95992660522,10.1242659522207,0.590976715085002,9.53328923713569,"GOM",109210,19362.5,NA,"GBPOL","2017GroundfishOperationalAssessment"
1990,16.95992660522,10.1242659522207,0.590976715085002,9.53328923713569,"GOM",59313,11007,19.72,"GBCOD","2015CodUpdateAssessment"
1991,16.77369880676,9.93803815376069,0.404748916625,9.53328923713569,"GOM",21911,2688,4.5,"GBHAD","2017HaddockUpdateAssessment"
1991,16.77369880676,9.93803815376069,0.404748916625,9.53328923713569,"GOM",115772,32134.6,NA,"GBPOL","2017GroundfishOperationalAssessment"
1991,16.77369880676,9.93803815376069,0.404748916625,9.53328923713569,"GOM",18902,8321.06,NA,"GOMCOD","2019NEFSC"
