"year","Temp_Anomaly","SSP","temp"
2059,2.89701521649103,"SSP585",10.7437183599483
2060,2.28850982234326,"SSP585",10.1352129658006
2061,1.54624451377359,"SSP585",9.39294765723091
2062,2.14342047280388,"SSP585",9.9901236162612
2063,1.29208906245509,"SSP585",9.13879220591241
2064,0.925809548959784,"SSP585",8.7725126924171
2065,1.47291884082426,"SSP585",9.31962198428158
2066,2.04998532719475,"SSP585",9.89668847065207
2067,2.26635269186493,"SSP585",10.1130558353222
2068,2.23386856103517,"SSP585",10.0805717044925
2069,2.40344287357697,"SSP585",10.2501460170343
2070,2.12539765879956,"SSP585",9.97210080225688
2071,2.69365038058013,"SSP585",10.5403535240374
2072,2.59599673156393,"SSP585",10.4426998750213
2073,2.99923050182183,"SSP585",10.8459336452791
2074,2.55554947898233,"SSP585",10.4022526224397
2075,2.72857410775193,"SSP585",10.5752772512093
2076,3.52744189908764,"SSP585",11.374145042545
2077,1.89632736097193,"SSP585",9.74303050442925
2078,2.98706898852883,"SSP585",10.8337721319862
2079,3.13461648056203,"SSP585",10.9813196240194
2080,2.84232237547063,"SSP585",10.689025518928
2081,3.14267843362693,"SSP585",10.9893815770843
